"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000021.9,5010454,5013683,LOC105379484,minus,105379484,uncharacterized LOC105379484
NC_000021.9,5012364,5017158,LOC124905051,plus,124905051,DNA (cytosine-5)-methyltransferase 3-like
NC_000021.9,5022531,5046683,LOC102723996,plus,102723996,ICOS ligand
NC_000021.9,5053556,5060838,LOC124905052,minus,124905052,uncharacterized LOC124905052
NC_000021.9,5056382,5063356,LOC124900468,plus,124900468,uncharacterized LOC124900468
NC_000021.9,5083817,5086730,LOC107987292,minus,107987292,putative proline-rich protein 21
NC_000021.9,5086657,5088060,CH507-9B2.8,plus,105372831,uncharacterized CH507-9B2.8
NC_000021.9,5100526,5104455,LOC101928576,plus,101928576,uncharacterized LOC101928576
NC_000021.9,5116341,5128369,LOC102724023,minus,102724023,glutamine amidotransferase class 1 domain containing 3B
NC_000021.9,5130871,5154658,LOC102724159,minus,102724159,periodic tryptophan protein 2 homolog
NC_000021.9,5155774,5165464,LOC102724200,minus,102724200,trafficking protein particle complex subunit 10-like
NC_000021.9,5499023,5502575,LINC01670,minus,105379487,long intergenic non-protein coding RNA 1670
NC_000021.9,5506972,5509721,LOC105379488,plus,105379488,uncharacterized LOC105379488
NC_000021.9,5553637,5592004,LINC03104,plus,102724219,long intergenic non-protein coding RNA 3104
NC_000021.9,5695080,5701748,CTBP2P11,plus,107987307,CTBP2 pseudogene 11
NC_000021.9,5703477,5710172,LOC124904990,minus,124904990,uncharacterized LOC124904990
NC_000021.9,5972947,5973385,LOC102724334,minus,102724334,histone H2B type F-S-like
NC_000021.9,6059029,6076305,LOC102724354,plus,102724354,long intergenic non-protein coding RNA 1669
NC_000021.9,6070758,6073179,LOC102724370,minus,102724370,uncharacterized LOC102724370
NC_000021.9,6084364,6088242,CH507-42P11.6,minus,102724398,uncharacterized CH507-42P11.6
NC_000021.9,6111131,6123778,LOC102724428,plus,102724428,salt inducible kinase 1B (putative)
NC_000021.9,6133062,6135752,LOC107987288,minus,107987288,uncharacterized LOC107987288
NC_000021.9,6142327,6149671,LOC124905049,plus,124905049,uncharacterized LOC124905049
NC_000021.9,6228966,6670731,LOC102724701,minus,102724701,uncharacterized LOC102724701
NC_000021.9,6323280,6324142,LOC124904987,minus,124904987,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2-like
NC_000021.9,6353997,6360629,CH507-145C22.1,plus,105379493,uncharacterized CH507-145C22.1
NC_000021.9,6444869,6468621,LOC102724560,minus,102724560,cystathionine beta-synthase like
NC_000021.9,6484623,6499248,LOC102724594,minus,102724594,U2 small nuclear RNA auxiliary factor 1 like 5
NC_000021.9,6499203,6564489,LOC102724652,plus,102724652,crystallin alpha A2
NC_000021.9,6506803,6507389,LOC124904988,minus,124904988,"39S ribosomal protein L51, mitochondrial-like"
NC_000021.9,6532207,6532776,LOC106780825,minus,106780825,"FOXM1-regulated, gastric cancer associated-like"
NC_000021.9,6664984,6666397,LOC102724677,plus,102724677,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2-like
NC_000021.9,6810903,6812000,LOC102724726,plus,102724726,"CXADR, Ig-like cell adhesion molecule pseudogene"
NC_000021.9,6858450,6901489,LOC110091777,plus,110091777,uncharacterized LOC110091777
NC_000021.9,6859171,6859256,MIR8069-1,plus,102466252,microRNA 8069-1
NC_000021.9,6897167,6900994,LOC100289085,plus,100289085,fem-1 homolog A pseudogene
NC_000021.9,6911032,6912513,LOC100289185,plus,100289185,telomeric repeat-binding factor 1-like
NC_000021.9,6925000,6928057,LOC101059907,plus,101059907,ribosome biogenesis protein SLX9 homolog
NC_000021.9,6986241,6997774,LOC105379499,minus,105379499,uncharacterized LOC105379499
NC_000021.9,6992054,6993467,LOC102724822,plus,102724822,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2-like
NC_000021.9,7048859,7087230,LOC102724843,plus,102724843,uncharacterized LOC102724843
NC_000021.9,7127233,7133901,CTBP2P10,plus,107987305,CTBP2 pseudogene 10
NC_000021.9,7135629,7142324,LOC124904989,minus,124904989,uncharacterized LOC124904989
NC_000021.9,7383973,7386722,LOC105379502,plus,105379502,uncharacterized LOC105379502
NC_000021.9,7430668,7469008,LINC03105,plus,102724951,long intergenic non-protein coding RNA 3105
NC_000021.9,7614306,7621297,LOC124904991,plus,124904991,uncharacterized LOC124904991
NC_000021.9,7622730,7667388,CTBP2P9,minus,107987306,CTBP2 pseudogene 9
NC_000021.9,7669397,7692201,LOC102723360,minus,102723360,uncharacterized LOC102723360
NC_000021.9,7744951,7772245,LOC102723553,plus,102723553,small integral membrane protein 11B
NC_000021.9,7769588,7770548,LOC102723451,minus,102723451,family with sequence similarity 243 member B
NC_000021.9,7772829,7786307,LOC105379504,plus,105379504,salivary glue protein Sgs-3-like
NC_000021.9,7784487,7793939,LOC107983987,minus,107983987,small integral membrane protein 34B
NC_000021.9,7816677,7829632,LOC102723475,minus,102723475,potassium voltage-gated channel subfamily E regulatory subunit 1B
NC_000021.9,7826098,7826225,LOC124900474,minus,124900474,small nucleolar RNA SNORA11
NC_000021.9,7854003,7857007,LOC105379505,minus,105379505,uncharacterized LOC105379505
NC_000021.9,8101546,8108241,LOC124904992,minus,124904992,uncharacterized LOC124904992
NC_000021.9,8195738,8202079,LOC124904993,plus,124904993,uncharacterized LOC124904993
NC_000021.9,8205315,8205406,MIR6724-1,plus,102465433,microRNA 6724-1
NC_000021.9,8205988,8219302,RNA45SN2,plus,109864279,"RNA, 45S pre-ribosomal N2"
NC_000021.9,8208473,8208652,MIR3648-1,plus,100500862,microRNA 3648-1
NC_000021.9,8209631,8211499,RNA18SN2,plus,109864280,"RNA, 18S ribosomal N2"
NC_000021.9,8212571,8212727,RNA5-8SN2,plus,109864281,"RNA, 5.8S ribosomal N2"
NC_000021.9,8213888,8218941,RNA28SN2,plus,109864282,"RNA, 28S ribosomal N2"
NC_000021.9,8239234,8243077,CDC27P9,minus,102723570,cell division cycle 27 pseudogene 9
NC_000021.9,8249505,8249596,MIR6724-2,plus,103504727,microRNA 6724-2
NC_000021.9,8253842,8255704,RNA18SP5,plus,109910383,"RNA, 18S ribosomal pseudogene 5"
