"NCBI RefSeq Annotation GCF_000001405.40-RS_2024_08"
Accession,Start,Stop,Gene symbol,Strand,NCBI Gene ID,Name
NC_000008.11,63713,113102,LOC101927506,minus,101927506,uncharacterized LOC101927506
NC_000008.11,155112,155618,WBP1LP3,plus,106479031,WBP1L pseudogene 3
NC_000008.11,166086,167024,OR4F21,minus,441308,olfactory receptor family 4 subfamily F member 21
NC_000008.11,200185,200562,SEPTIN14P8,minus,106480341,septin 14 pseudogene 8
NC_000008.11,202453,205280,LOC124902051,minus,124902051,uncharacterized LOC124902051
NC_000008.11,208344,232318,RPL23AP53,minus,644128,ribosomal protein L23a pseudogene 53
NC_000008.11,232137,247340,ZNF596,plus,169270,zinc finger protein 596
NC_000008.11,258267,274342,LOC101927566,minus,101927566,uncharacterized LOC101927566
NC_000008.11,303114,306266,LOC124902052,minus,124902052,uncharacterized LOC124902052
NC_000008.11,308334,311269,LOC105377773,minus,105377773,uncharacterized LOC105377773
NC_000008.11,375931,383174,FAM87A,minus,157693,family with sequence similarity 87 member A
NC_000008.11,406958,477967,FBXO25,plus,26260,F-box protein 25
NC_000008.11,489946,545780,TDRP,minus,157695,testis development related protein
NC_000008.11,614746,731224,ERICH1,minus,157697,glutamate rich 1
NC_000008.11,616427,618745,LOC124902055,plus,124902055,uncharacterized LOC124902055
NC_000008.11,658961,659962,LOC124902053,minus,124902053,uncharacterized LOC124902053
NC_000008.11,693275,697640,LOC124902054,minus,124902054,uncharacterized LOC124902054
NC_000008.11,736034,737030,LOC124902044,minus,124902044,uncharacterized LOC124902044
NC_000008.11,737628,1708476,DLGAP2,plus,9228,DLG associated protein 2
NC_000008.11,738548,740374,LOC401442,plus,401442,uncharacterized LOC401442
NC_000008.11,879171,883226,LOC105377777,minus,105377777,uncharacterized LOC105377777
NC_000008.11,1105608,1124148,LOC124900249,plus,124900249,uncharacterized LOC124900249
NC_000008.11,1296034,1302607,LOC286083,minus,286083,uncharacterized LOC286083
NC_000008.11,1321430,1357655,LOC124901869,plus,124901869,uncharacterized LOC124901869
NC_000008.11,1373313,1380876,LOC105379585,plus,105379585,keratinocyte proline-rich protein-like
NC_000008.11,1428985,1436996,LOC105377775,minus,105377775,uncharacterized LOC105377775
NC_000008.11,1430088,1441343,LOC105379586,plus,105379586,uncharacterized LOC105379586
NC_000008.11,1565509,1621664,DLGAP2-AS1,minus,100507435,DLGAP2 antisense RNA 1
NC_000008.11,1675815,1678271,LOC124901870,minus,124901870,uncharacterized LOC124901870
NC_000008.11,1730167,1730904,LOC100130321,plus,100130321,DNA fragmentation factor subunit alpha pseudogene
NC_000008.11,1742819,1755812,LOC105377778,minus,105377778,uncharacterized LOC105377778
NC_000008.11,1753059,1786570,CLN8,plus,2055,CLN8 transmembrane ER and ERGIC protein
NC_000008.11,1761963,1764584,CLN8-AS1,minus,101927752,CLN8 antisense RNA 1
NC_000008.11,1801125,1801192,MIR3674,plus,100500912,microRNA 3674
NC_000008.11,1810827,1814208,LOC105377779,minus,105377779,uncharacterized LOC105377779
NC_000008.11,1817231,1817307,MIR596,plus,693181,microRNA 596
NC_000008.11,1823300,1958641,ARHGEF10,plus,9639,Rho guanine nucleotide exchange factor 10
NC_000008.11,1934737,1942770,LOC100131395,minus,100131395,uncharacterized LOC100131395
